This document was created from the <<characters>> element in the source file S10160.xml
	Begin ISAtab output:
 == Output of Study.xsl: ==
"Source Name"	"Characteristics[OTU name]"	"Row OTU id"	"Term Source REF"	"Term Access Number"	"Sample Name"	"Characters OTUs Group id"	"Number of Taxa in Sample Matrix"	"Number of Characters in Sample Matrix"	"Character Matrix Type"	
"Row211918"	"Chitra indica"	"Tl241256"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211919"	"Chitra chitra"	"Tl241210"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211920"	"Peltocephalus dumerilianus"	"Tl241298"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211921"	"Dipsochelys hololissa"	"Tl241244"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211922"	"Dipsochelys arnoldi"	"Tl241204"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211923"	"Cuora trifasciata"	"Tl241199"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211924"	"Cuora pani"	"Tl241234"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211925"	"Mauremys japonica"	"Tl241301"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211926"	"Geochelone elegans"	"Tl241293"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211927"	"Batagur baska"	"Tl241267"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211928"	"Mauremys caspica"	"Tl241195"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211929"	"Chelonoidis denticulata"	"Tl241222"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211930"	"Cuora zhoui"	"Tl241209"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211931"	"Notochelys platynota"	"Tl241203"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211932"	"Mauremys annamensis"	"Tl241308"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211933"	"Cuora flavomarginata"	"Tl241279"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211934"	"Cuora galbinifrons"	"Tl241239"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211935"	"Trachemys stejnegeri"	"Tl241225"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211936"	"Nilssonia formosa"	"Tl241236"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211937"	"Rafetus euphraticus"	"Tl241238"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211938"	"Chitra vandijki"	"Tl241233"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211939"	"Cycloderma frenatum"	"Tl241231"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211940"	"Cycloderma aubryi"	"Tl241196"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211941"	"Lissemys scutata"	"Tl241259"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211942"	"Cyclanorbis senegalensis"	"Tl241282"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211943"	"Cyclanorbis elegans"	"Tl241292"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211944"	"Podocnemis unifilis"	"Tl241211"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211945"	"Cuora mccordi"	"Tl241291"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211946"	"Emydura subglobosa"	"Tl241243"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211947"	"Kinixys erosa"	"Tl241208"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211948"	"Mauremys reevesii"	"Tl241212"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211949"	"Heosemys annandalii"	"Tl241200"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211950"	"Cuora mouhotii"	"Tl241252"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211951"	"Mauremys sinensis"	"Tl241213"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211952"	"Indotestudo travancorica"	"Tl241227"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211953"	"Rhinoclemmys melanosterna"	"Tl241192"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211954"	"Pseudemys concinna"	"Tl241235"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211955"	"Dermochelys coriacea"	"Tl241261"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211956"	"Homopus signatus"	"Tl241309"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211957"	"Homopus boulengeri"	"Tl241287"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211958"	"Malacochersus tornieri"	"Tl241198"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211959"	"Geochelone platynota"	"Tl241248"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211960"	"Pseudemys nelsoni"	"Tl241300"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211961"	"Pelusios gabonensis"	"Tl241189"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211962"	"Emys trinacris"	"Tl241266"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211963"	"Glyptemys insculpta"	"Tl241250"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211964"	"Glyptemys muhlenbergii"	"Tl241191"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211965"	"Graptemys caglei"	"Tl241305"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211966"	"Graptemys ouachitensis"	"Tl241241"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211967"	"Graptemys pseudogeographica"	"Tl241253"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211968"	"Trachemys scripta"	"Tl241228"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211969"	"Nilssonia hurum"	"Tl241270"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211970"	"Chelus fimbriata"	"Tl241182"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211971"	"Emys marmorata"	"Tl241278"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211972"	"Acanthochelys pallidipectoris"	"Tl241249"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211973"	"Carettochelys insculpta"	"Tl241295"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211974"	"Chelodina longicollis"	"Tl241218"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211975"	"Chelodina oblonga"	"Tl241229"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211976"	"Chelodina rugosa"	"Tl241269"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211977"	"Elseya dentata"	"Tl241275"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211978"	"Elseya latisternum"	"Tl241288"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211979"	"Phrynops geoffroanus"	"Tl241187"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211980"	"Podocnemis expansa"	"Tl241183"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211981"	"Erymnochelys madagascariensis"	"Tl241299"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211982"	"Pelomedusa subrufa"	"Tl241230"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211983"	"Rheodytes leukops"	"Tl241263"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211984"	"Elusor macrurus"	"Tl241277"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211985"	"Pangshura smithii"	"Tl241268"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211986"	"Chelonoidis carbonaria"	"Tl241226"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211987"	"Apalone spinifera"	"Tl241184"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211988"	"Pelusios williamsi"	"Tl241205"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211989"	"Staurotypus triporcatus"	"Tl241303"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211990"	"Lissemys punctata"	"Tl241242"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211991"	"Heosemys spinosa"	"Tl241224"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211992"	"Dermatemys mawii"	"Tl241232"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211993"	"Mesoclemmys nasuta"	"Tl241190"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211994"	"Emys blandingii"	"Tl241186"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211995"	"Trachemys taylori"	"Tl241237"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211996"	"Hydromedusa tectifera"	"Tl241201"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211997"	"Astrochelys radiata"	"Tl241290"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211998"	"Pyxis planicauda"	"Tl241306"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row211999"	"Pyxis arachnoides"	"Tl241202"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212000"	"Mesoclemmys gibba"	"Tl241188"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212001"	"Cuora aurocapitata"	"Tl241221"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212002"	"Batagur borneoensis"	"Tl241272"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212003"	"Cuora amboinensis"	"Tl241194"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212004"	"Heosemys grandis"	"Tl241281"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212005"	"Siebenrockiella crassicollis"	"Tl241307"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212006"	"Cyclemys dentata"	"Tl241217"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212007"	"Indotestudo elongata"	"Tl241185"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212008"	"Malayemys subtrijuga"	"Tl241257"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212009"	"Mauremys mutica"	"Tl241197"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212010"	"Orlitia borneensis"	"Tl241280"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212011"	"Sacalia quadriocellata"	"Tl241271"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212012"	"Emys orbicularis"	"Tl241193"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212013"	"Batagur dhongoka"	"Tl241240"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212014"	"Chelonia mydas"	"Tl241289"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212015"	"Chelydra serpentina"	"Tl241285"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212016"	"Chrysemys picta"	"Tl241220"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212017"	"Graptemys geographica"	"Tl241255"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212018"	"Malaclemys terrapin"	"Tl241216"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212019"	"Clemmys guttata"	"Tl241215"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212020"	"Terrapene ornata"	"Tl241304"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212021"	"Testudo hermanni"	"Tl241246"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212022"	"Pelusios subniger"	"Tl241254"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212023"	"Nilssonia gangetica"	"Tl241206"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row212024"	"Pseudemys peninsularis"	"Tl241262"	""	""	"M4520"	"Tls14757"	"128"	"13000"	"DNA"	
"Row188197"	"Apalone ferox"	"Tl241245"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188198"	"Apalone mutica"	"Tl241294"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188199"	"Trionyx triunguis"	"Tl241251"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188200"	"Testudo horsfieldii"	"Tl241296"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188201"	"Testudo kleinmanni"	"Tl241286"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188202"	"Pelodiscus sinensis"	"Tl241219"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188203"	"Sternotherus odoratus"	"Tl241223"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188204"	"Kinosternon baurii"	"Tl241207"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188205"	"Kinosternon flavescens"	"Tl241284"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188206"	"Astrochelys yniphora"	"Tl241260"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188207"	"Terrapene carolina"	"Tl241274"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188208"	"Terrapene coahuila"	"Tl241258"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188209"	"Deirochelys reticularia"	"Tl241283"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188210"	"Dogania subplana"	"Tl241247"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188211"	"Amyda cartilaginea"	"Tl241273"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188212"	"Palea steindachneri"	"Tl241214"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188213"	"Macrochelys temminckii"	"Tl241264"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188214"	"Dipsochelys dussumieri"	"Tl241297"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188215"	"Psammobates pardalis"	"Tl241265"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188216"	"Pelochelys bibroni"	"Tl241302"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188217"	"Pelochelys cantorii"	"Tl241276"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188218"	"Chitra indica"	"Tl241256"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188219"	"Chitra chitra"	"Tl241210"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188220"	"Peltocephalus dumerilianus"	"Tl241298"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188221"	"Dipsochelys hololissa"	"Tl241244"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188222"	"Dipsochelys arnoldi"	"Tl241204"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188223"	"Cuora trifasciata"	"Tl241199"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188224"	"Cuora pani"	"Tl241234"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188225"	"Mauremys japonica"	"Tl241301"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188226"	"Geochelone elegans"	"Tl241293"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188227"	"Batagur baska"	"Tl241267"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188228"	"Mauremys caspica"	"Tl241195"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188229"	"Chelonoidis denticulata"	"Tl241222"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188230"	"Cuora zhoui"	"Tl241209"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188231"	"Notochelys platynota"	"Tl241203"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188232"	"Mauremys annamensis"	"Tl241308"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188233"	"Cuora flavomarginata"	"Tl241279"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188234"	"Cuora galbinifrons"	"Tl241239"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188235"	"Trachemys stejnegeri"	"Tl241225"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188236"	"Nilssonia formosa"	"Tl241236"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188237"	"Rafetus euphraticus"	"Tl241238"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188238"	"Chitra vandijki"	"Tl241233"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188239"	"Cycloderma frenatum"	"Tl241231"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188240"	"Cycloderma aubryi"	"Tl241196"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188241"	"Lissemys scutata"	"Tl241259"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188242"	"Cyclanorbis senegalensis"	"Tl241282"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188243"	"Cyclanorbis elegans"	"Tl241292"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188244"	"Podocnemis unifilis"	"Tl241211"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188245"	"Cuora mccordi"	"Tl241291"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188246"	"Emydura subglobosa"	"Tl241243"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188247"	"Kinixys erosa"	"Tl241208"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188248"	"Mauremys reevesii"	"Tl241212"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188249"	"Heosemys annandalii"	"Tl241200"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188250"	"Cuora mouhotii"	"Tl241252"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188251"	"Mauremys sinensis"	"Tl241213"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188252"	"Indotestudo travancorica"	"Tl241227"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188253"	"Rhinoclemmys melanosterna"	"Tl241192"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188254"	"Pseudemys concinna"	"Tl241235"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188255"	"Dermochelys coriacea"	"Tl241261"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188256"	"Homopus signatus"	"Tl241309"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188257"	"Homopus boulengeri"	"Tl241287"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188258"	"Malacochersus tornieri"	"Tl241198"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188259"	"Geochelone platynota"	"Tl241248"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188260"	"Pseudemys nelsoni"	"Tl241300"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188261"	"Pelusios gabonensis"	"Tl241189"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188262"	"Emys trinacris"	"Tl241266"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188263"	"Glyptemys insculpta"	"Tl241250"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188264"	"Glyptemys muhlenbergii"	"Tl241191"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188265"	"Graptemys caglei"	"Tl241305"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188266"	"Graptemys ouachitensis"	"Tl241241"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188267"	"Graptemys pseudogeographica"	"Tl241253"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188268"	"Trachemys scripta"	"Tl241228"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188269"	"Nilssonia hurum"	"Tl241270"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188270"	"Chelus fimbriata"	"Tl241182"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188271"	"Emys marmorata"	"Tl241278"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188272"	"Acanthochelys pallidipectoris"	"Tl241249"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188273"	"Carettochelys insculpta"	"Tl241295"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188274"	"Chelodina longicollis"	"Tl241218"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188275"	"Chelodina oblonga"	"Tl241229"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188276"	"Chelodina rugosa"	"Tl241269"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188277"	"Elseya dentata"	"Tl241275"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188278"	"Elseya latisternum"	"Tl241288"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188279"	"Phrynops geoffroanus"	"Tl241187"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188280"	"Podocnemis expansa"	"Tl241183"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188281"	"Erymnochelys madagascariensis"	"Tl241299"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188282"	"Pelomedusa subrufa"	"Tl241230"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188283"	"Rheodytes leukops"	"Tl241263"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188284"	"Elusor macrurus"	"Tl241277"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188285"	"Pangshura smithii"	"Tl241268"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188286"	"Chelonoidis carbonaria"	"Tl241226"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188287"	"Apalone spinifera"	"Tl241184"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188288"	"Pelusios williamsi"	"Tl241205"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188289"	"Staurotypus triporcatus"	"Tl241303"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188290"	"Lissemys punctata"	"Tl241242"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188291"	"Heosemys spinosa"	"Tl241224"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188292"	"Dermatemys mawii"	"Tl241232"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188293"	"Mesoclemmys nasuta"	"Tl241190"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188294"	"Emys blandingii"	"Tl241186"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188295"	"Trachemys taylori"	"Tl241237"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188296"	"Hydromedusa tectifera"	"Tl241201"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188297"	"Astrochelys radiata"	"Tl241290"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188298"	"Pyxis planicauda"	"Tl241306"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188299"	"Pyxis arachnoides"	"Tl241202"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188300"	"Mesoclemmys gibba"	"Tl241188"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188301"	"Cuora aurocapitata"	"Tl241221"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188302"	"Batagur borneoensis"	"Tl241272"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188303"	"Cuora amboinensis"	"Tl241194"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188304"	"Heosemys grandis"	"Tl241281"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188305"	"Siebenrockiella crassicollis"	"Tl241307"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188306"	"Cyclemys dentata"	"Tl241217"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188307"	"Indotestudo elongata"	"Tl241185"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188308"	"Malayemys subtrijuga"	"Tl241257"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188309"	"Mauremys mutica"	"Tl241197"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188310"	"Orlitia borneensis"	"Tl241280"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188311"	"Sacalia quadriocellata"	"Tl241271"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188312"	"Emys orbicularis"	"Tl241193"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188313"	"Batagur dhongoka"	"Tl241240"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
"Row188314"	"Chelonia mydas"	"Tl241289"	""	""	"M4200"	"Tls14421"	"128"	"2845"	"DNA"	
